locus_tag	operonID	gene
b1927	operon_1063	amyA
b1928	operon_1064	yedD
b1929	operon_1065	yedE
b1930	operon_1065	yedF
b1931	operon_1066	yedK
b1932	operon_1066	yedL
b4495	operon_1067	yedN
b1936	operon_1068	intG
b1937	operon_1069	fliE
b1938	operon_1070	fliF
b1939	operon_1070	fliG
b1940	operon_1070	fliH
b1941	operon_1070	fliI
b1942	operon_1070	fliJ
b1943	operon_1070	fliK
b1944	operon_1070	fliL
b1945	operon_1070	fliM
b1946	operon_1070	fliN
b1947	operon_1070	fliO
b1948	operon_1070	fliP
b1949	operon_1070	fliQ
b1950	operon_1070	fliR
b1951	operon_1071	rcsA
b1952	operon_1072	dsrB
b1953	operon_1073	yodD
b1954	operon_1074	dsrA
b1955	operon_1075	yedP
b1956	operon_1076	yedQ
b1957	operon_1077	yodC
b1958	operon_1077	yedI
b1959	operon_1078	yedA
b1960	operon_1079	vsr
b1961	operon_1079	dcm
b1962	operon_1079	yedJ
b1963	operon_1079	yedR
b4603	operon_1080	rseX
b4496	operon_1081	yedS
b1967	operon_1082	hchA
b1968	operon_1083	yedV
b1969	operon_1083	yedW
b1970	operon_1084	hiuH
b1971	operon_1084	yedY
b1972	operon_1084	yedZ
b1973	operon_1085	zinT
b1974	operon_1086	yodB
b1975	operon_1087	serU
b1976	operon_1088	mtfA
b1977	operon_1089	asnT
b1978	operon_1090	yeeJ
b4497	operon_1091	yeeL
b1981	operon_1092	shiA
b1982	operon_1092	amn
b1983	operon_1093	yeeN
b1984	operon_1094	asnW
b1985	operon_1095	yeeO
b1986	operon_1096	asnU
b1987	operon_1097	cbl
b1988	operon_1097	nac
b1989	operon_1098	asnV
b1990	operon_1099	ldtA
b1991	operon_1099	cobT
b1992	operon_1099	cobS
b1993	operon_1099	cobU
b4639	operon_1100	yeeH
b1994	operon_1101	insH1
b4640	operon_1101	yoeG
b4641	operon_1102	yoeH
b4582	operon_1103	yoeA
b1999	operon_1104	yeeP
b4435	operon_1104	isrC
b2000	operon_1104	flu
b2001	operon_1104	yeeR
b2002	operon_1104	yeeS
b2003	operon_1104	yeeT
b2004	operon_1104	cbeA
b2005	operon_1105	cbtA
b2006	operon_1106	yeeW
b4642	operon_1107	yoeD
b4538	operon_1108	yoeF
b2007	operon_1109	yeeX
b2008	operon_1110	yeeA
b2009	operon_1111	sbmC
b2010	operon_1111	dacD
b2011	operon_1112	sbcB
b2012	operon_1113	yeeD
b2013	operon_1113	yeeE
b2014	operon_1114	plaP
b4678	operon_1114	yoeI
b2015	operon_1115	yeeY
b2016	operon_1115	yeeZ
b4539	operon_1116	yoeB
b2017	operon_1116	yefM
b2018	operon_1117	hisL
b2019	operon_1118	hisG
b2020	operon_1118	hisD
b2021	operon_1118	hisC
b2022	operon_1118	hisB
b2023	operon_1118	hisH
b2024	operon_1118	hisA
b2025	operon_1118	hisF
b2026	operon_1118	hisI
b2027	operon_1119	wzzB
b2028	operon_1120	ugd
b2029	operon_1121	gnd
b4571	operon_1121	wbbL
b2032	operon_1122	wbbK
b2033	operon_1122	wbbJ
b2034	operon_1122	wbbI
b2035	operon_1122	wbbH
b2036	operon_1122	glf
b2037	operon_1122	wzxB
b2038	operon_1122	rfbC
b2039	operon_1122	rfbA
b2040	operon_1122	rfbD
b2041	operon_1122	rfbB
b2042	operon_1123	wcaN
b2043	operon_1124	wcaM
b2044	operon_1124	wcaL
b2045	operon_1124	wcaK
b2046	operon_1125	wzxC
b2047	operon_1125	wcaJ
b2048	operon_1125	cpsG
b2049	operon_1125	cpsB
b2050	operon_1125	wcaI
b2051	operon_1125	wcaH
b2052	operon_1125	wcaG
b2053	operon_1125	gmd
b2054	operon_1125	wcaF
b2055	operon_1125	wcaE
b2056	operon_1125	wcaD
b2057	operon_1125	wcaC
b2058	operon_1125	wcaB
b2059	operon_1125	wcaA
b2060	operon_1125	wzc
b2061	operon_1125	wzb
b2062	operon_1125	wza
b2063	operon_1126	yegH
b2064	operon_1127	asmA
b2065	operon_1127	dcd
b2066	operon_1127	udk
b2067	operon_1128	yegE
b2068	operon_1129	alkA
b2069	operon_1130	yegD
b2070	operon_1131	yegI
b2071	operon_1132	yegJ
b2072	operon_1133	yegK
b2073	operon_1134	yegL
b4436	operon_1135	sibA
b4667	operon_1136	ibsA
b4437	operon_1137	sibB
b4668	operon_1138	ibsB
b2074	operon_1139	mdtA
b2075	operon_1139	mdtB
b2076	operon_1139	mdtC
b2077	operon_1139	mdtD
b2078	operon_1139	baeS
b2079	operon_1139	baeR
b2080	operon_1140	yegP
b2081	operon_1140	yegQ
b4438	operon_1141	cyaR
b2082	operon_1142	ogrK
b2083	operon_1142	yegZ
b2085	operon_1143	yegR
b2086	operon_1144	yegS
b4498	operon_1145	gatR
b2091	operon_1146	gatD
b2092	operon_1146	gatC
b2093	operon_1146	gatB
b2094	operon_1146	gatA
b2095	operon_1146	gatZ
b2096	operon_1146	gatY
b2097	operon_1147	fbaB
b2098	operon_1148	yegT
b2099	operon_1148	yegU
b2100	operon_1148	yegV
b2101	operon_1149	yegW
b2102	operon_1149	yegX
b2103	operon_1149	thiD
b2104	operon_1149	thiM
b2105	operon_1150	rcnR
b2106	operon_1151	rcnA
b2107	operon_1152	rcnB
b2108	operon_1153	yehA
b2109	operon_1153	yehB
b2110	operon_1153	yehC
b2111	operon_1153	yehD
b2112	operon_1154	yehE
b2113	operon_1155	mrp
b2114	operon_1156	metG
b4499	operon_1157	yehH
b2118	operon_1157	yehI
b4541	operon_1158	yehK
b2119	operon_1159	yehL
b2120	operon_1159	yehM
b2121	operon_1159	yehP
b2122	operon_1159	yehQ
b2123	operon_1159	yehR
b2124	operon_1160	yehS
b2125	operon_1160	yehT
b2126	operon_1160	yehU
b2127	operon_1161	mlrA
b4542	operon_1161	yohO
b2128	operon_1162	yehW
b2129	operon_1162	yehX
b2130	operon_1162	yehY
b2131	operon_1162	osmF
b2132	operon_1163	bglX
b2133	operon_1164	dld
b2134	operon_1165	pbpG
b2135	operon_1166	yohC
b2136	operon_1167	yohD
b2137	operon_1168	yohF
b2139	operon_1168	mdtQ
b4679	operon_1169	yohP
b2140	operon_1170	dusC
b2141	operon_1171	yohJ
b2142	operon_1171	yohK
b2143	operon_1171	cdd
b2144	operon_1172	sanA
b2145	operon_1172	yeiS
b2146	operon_1173	preT
b2147	operon_1173	preA
b2148	operon_1174	mglC
b2149	operon_1174	mglA
b2150	operon_1175	mglB
b2151	operon_1176	galS
b2152	operon_1176	yeiB
b2153	operon_1176	folE
b2154	operon_1177	yeiG
b2155	operon_1178	cirA
b2156	operon_1179	lysP
b2157	operon_1180	yeiE
b2158	operon_1181	yeiH
b2159	operon_1181	nfo
b2160	operon_1181	yeiI
b2161	operon_1182	nupX
b2162	operon_1183	rihB
b2163	operon_1184	yeiL
b2164	operon_1185	psuT
b2165	operon_1186	psuG
b2166	operon_1186	psuK
b2167	operon_1187	fruA
b2168	operon_1187	fruK
b2169	operon_1187	fruB
b2170	operon_1188	setB
b4502	operon_1189	yeiW
b2171	operon_1190	yeiP
b2172	operon_1191	yeiQ
b2173	operon_1192	yeiR
b2174	operon_1192	lpxT
b2175	operon_1193	mepS
b2176	operon_1194	rtn
b2177	operon_1194	yejA
b2178	operon_1194	yejB
b2179	operon_1194	yejE
b2180	operon_1194	yejF
b2181	operon_1195	yejG
b2182	operon_1196	bcr
b2183	operon_1196	rsuA
b2184	operon_1197	yejH
b2185	operon_1197	rplY
b2186	operon_1198	yejK
b2187	operon_1199	yejL
b2188	operon_1199	yejM
b2189	operon_1199	proL
b2190	operon_1200	yejO
b2193	operon_1201	narP
b2194	operon_1202	ccmH
b2195	operon_1202	dsbE
b2196	operon_1202	ccmF
b2197	operon_1202	ccmE
b2198	operon_1202	ccmD
b2199	operon_1202	ccmC
b2200	operon_1202	ccmB
b2201	operon_1202	ccmA
b2202	operon_1202	napC
b2203	operon_1202	napB
b2204	operon_1202	napH
b2205	operon_1202	napG
b2206	operon_1202	napA
b2207	operon_1202	napD
b2208	operon_1202	napF
b2209	operon_1203	eco
b2210	operon_1204	mqo
b2211	operon_1205	yojI
b2212	operon_1205	alkB
b2213	operon_1205	ada
b2214	operon_1205	apbE
b2215	operon_1206	ompC
b4439	operon_1207	micF
b2216	operon_1208	rcsD
b2217	operon_1208	rcsB
b2218	operon_1209	rcsC
b2219	operon_1210	atoS
b2220	operon_1210	atoC
b2221	operon_1211	atoD
b2222	operon_1211	atoA
b2223	operon_1211	atoE
b2224	operon_1211	atoB
b2225	operon_1212	yfaP
b2226	operon_1212	yfaQ
b4500	operon_1212	yfaS
b2229	operon_1212	yfaT
b2230	operon_1212	yfaA
b2231	operon_1213	gyrA
b2232	operon_1214	ubiG
b2233	operon_1215	yfaL
b2234	operon_1216	nrdA
b2235	operon_1217	nrdB
b2236	operon_1217	yfaE
b2237	operon_1218	inaA
b2238	operon_1219	yfaH
b2239	operon_1220	glpQ
b2240	operon_1220	glpT
b2241	operon_1221	glpA
b2242	operon_1221	glpB
b2243	operon_1221	glpC
b2244	operon_1222	yfaD
b4543	operon_1222	ypaA
b2245	operon_1223	rhmA
b2246	operon_1223	rhmT
b2247	operon_1224	rhmD
b2248	operon_1224	rhmR
b2249	operon_1225	yfaY
b2250	operon_1226	yfaZ
b2251	operon_1227	nudI
b2252	operon_1228	ais
b2253	operon_1229	arnB
b2254	operon_1229	arnC
b2255	operon_1229	arnA
b2256	operon_1229	arnD
b2257	operon_1229	arnT
b4544	operon_1229	arnE
b2258	operon_1229	arnF
b2259	operon_1230	pmrD
b2260	operon_1230	menE
b2261	operon_1230	menC
b2262	operon_1230	menB
b2263	operon_1230	menH
b2264	operon_1230	menD
b2265	operon_1230	menF
b2266	operon_1231	elaB
b2267	operon_1231	elaA
b2268	operon_1232	rbn
b2269	operon_1233	elaD
b2270	operon_1234	yfbK
b2271	operon_1235	yfbL
b2272	operon_1235	yfbM
b2273	operon_1236	yfbN
b2274	operon_1237	yfbO
b2275	operon_1237	yfbP
b2276	operon_1238	nuoN
b2277	operon_1238	nuoM
b2278	operon_1239	nuoL
b2279	operon_1239	nuoK
b2280	operon_1239	nuoJ
b2281	operon_1239	nuoI
b2282	operon_1239	nuoH
b2283	operon_1239	nuoG
b2284	operon_1239	nuoF
b2285	operon_1239	nuoE
b2286	operon_1239	nuoC
b2287	operon_1239	nuoB
b2288	operon_1239	nuoA
b2289	operon_1240	lrhA
b2290	operon_1241	alaA
b2291	operon_1242	yfbR
b2292	operon_1243	yfbS
b2293	operon_1244	yfbT
b2294	operon_1244	yfbU
b2295	operon_1244	yfbV
b2296	operon_1245	ackA
b2297	operon_1246	pta
b2298	operon_1247	yfcC
b2299	operon_1248	yfcD
b2300	operon_1248	yfcE
b2301	operon_1248	yfcF
b2302	operon_1249	yfcG
b2303	operon_1249	folX
b2304	operon_1249	yfcH
b2305	operon_1250	yfcI
b2306	operon_1251	hisP
b2307	operon_1251	hisM
b2308	operon_1251	hisQ
b2309	operon_1251	hisJ
b2310	operon_1252	argT
b2311	operon_1253	ubiX
b2312	operon_1254	purF
b2313	operon_1254	cvpA
b2314	operon_1255	dedD
b2315	operon_1255	folC
b2316	operon_1256	accD
b2317	operon_1257	dedA
b2318	operon_1257	truA
b2319	operon_1257	usg
b2320	operon_1257	pdxB
b2321	operon_1258	flk
b2322	operon_1259	yfcJ
b2323	operon_1260	fabB
b2324	operon_1261	mnmC
b2325	operon_1262	yfcL
b2326	operon_1262	epmC
b2327	operon_1262	yfcA
b2328	operon_1262	mepA
b2329	operon_1262	aroC
b2330	operon_1262	prmB
b2331	operon_1263	smrB
b2332	operon_1264	yfcO
b2333	operon_1264	yfcP
b2334	operon_1264	yfcQ
b2335	operon_1264	yfcR
b2336	operon_1264	yfcS
b4661	operon_1264	yfcU
b2339	operon_1265	yfcV
b2340	operon_1266	sixA
b2341	operon_1267	fadJ
b2342	operon_1267	fadI
b2343	operon_1268	yfcZ
b2344	operon_1269	fadL
b2345	operon_1270	yfdF
b2346	operon_1271	mlaA
b2347	operon_1272	yfdC
b2348	operon_1272	argW
b2349	operon_1273	intS
b2350	operon_1274	gtrA
b2351	operon_1274	gtrB
b2352	operon_1274	gtrS
b2353	operon_1275	tfaS
b2354	operon_1276	yfdK
b2355	operon_1276	yfdL
b2356	operon_1276	yfdM
b2357	operon_1276	yfdN
b2358	operon_1276	oweS
b2359	operon_1277	yfdP
b2360	operon_1277	yfdQ
b2361	operon_1278	yfdR
b2362	operon_1278	yfdS
b2363	operon_1278	yfdT
b4545	operon_1278	ypdJ
b4501	operon_1278	torI
b4643	operon_1278	pawZ
b2364	operon_1279	dsdC
b2365	operon_1280	dsdX
b2366	operon_1280	dsdA
b2367	operon_1281	emrY
b2368	operon_1281	emrK
b2369	operon_1282	evgA
b2370	operon_1282	evgS
b2371	operon_1283	yfdE
b2372	operon_1283	yfdV
b2373	operon_1283	oxc
b2374	operon_1283	frc
b2375	operon_1284	yfdX
b2376	operon_1285	ypdI
b2377	operon_1286	yfdY
b2378	operon_1287	lpxP
b4680	operon_1288	ypdK
b2379	operon_1289	alaC
b2380	operon_1290	ypdA
b2381	operon_1290	ypdB
b2382	operon_1290	ypdC
b2383	operon_1291	fryA
b2384	operon_1291	ypdE
b2385	operon_1291	ypdF
b2386	operon_1291	fryC
b2387	operon_1291	fryB
b2388	operon_1292	glk
b2389	operon_1293	yfeO
b2390	operon_1293	ypeC
b2392	operon_1294	mntH
b2393	operon_1295	nupC
b2395	operon_1296	yfeA
b2396	operon_1297	alaX
b2397	operon_1297	alaW
b2398	operon_1298	yfeC
b2399	operon_1298	yfeD
b2400	operon_1299	gltX
b2401	operon_1300	valU
b2402	operon_1300	valX
b2403	operon_1300	valY
b2404	operon_1300	lysV
b2405	operon_1301	xapR
b2406	operon_1302	xapB
b2407	operon_1302	xapA
b2408	operon_1303	yfeN
b2409	operon_1304	yfeR
b2410	operon_1305	yfeH
b4546	operon_1306	ypeB
b2411	operon_1306	ligA
b2412	operon_1307	zipA
b2413	operon_1308	cysZ
b2414	operon_1309	cysK
b2415	operon_1310	ptsH
b2416	operon_1310	ptsI
b2417	operon_1310	crr
b2418	operon_1311	pdxK
b2419	operon_1312	yfeK
b2420	operon_1312	yfeS
b2421	operon_1313	cysM
b2422	operon_1314	cysA
b2423	operon_1314	cysW
b2424	operon_1314	cysU
b2425	operon_1314	cysP
b2426	operon_1315	ucpA
b2427	operon_1315	murR
b2428	operon_1316	murQ
b2429	operon_1316	murP
b2430	operon_1316	yfeW
b2431	operon_1317	yfeX
b2432	operon_1318	yfeY
b2433	operon_1318	yfeZ
b2434	operon_1318	ypeA
b2435	operon_1319	amiA
b2436	operon_1319	hemF
b2437	operon_1320	eutR
b2438	operon_1320	eutK
b2439	operon_1320	eutL
b2440	operon_1320	eutC
b2441	operon_1320	eutB
b2442	operon_1321	intZ
b2443	operon_1322	yffL
b2444	operon_1323	yffM
b2445	operon_1323	yffN
b2446	operon_1323	yffO
b2447	operon_1323	yffP
b2448	operon_1324	yffQ
b2449	operon_1324	yffR
b2450	operon_1325	yffS
b2451	operon_1326	eutA
b2452	operon_1326	eutH
b2453	operon_1327	eutG
b2454	operon_1327	eutJ
b2455	operon_1328	eutE
b2456	operon_1328	eutN
b2457	operon_1329	eutM
b2458	operon_1329	eutD
b2459	operon_1329	eutT
b2460	operon_1329	eutQ
b2461	operon_1329	eutP
b2462	operon_1329	eutS
b2463	operon_1330	maeB
b2464	operon_1331	talA
b2465	operon_1331	tktB
b2466	operon_1332	ypfG
b2467	operon_1332	nudK
b2468	operon_1332	aegA
b2469	operon_1333	narQ
b2470	operon_1334	acrD
b4606	operon_1335	ypfM
b2471	operon_1336	yffB
b2472	operon_1336	dapE
b4547	operon_1336	ypfN
b2473	operon_1337	ypfH
b2474	operon_1337	tmcA
b2475	operon_1337	ypfJ
b2476	operon_1338	purC
b2477	operon_1339	bamC
b2478	operon_1339	dapA
b2479	operon_1340	gcvR
b2480	operon_1340	bcp
b2481	operon_1341	hyfA
b2482	operon_1341	hyfB
b2483	operon_1341	hyfC
b2484	operon_1341	hyfD
b2485	operon_1341	hyfE
b2486	operon_1341	hyfF
b2487	operon_1341	hyfG
b2488	operon_1341	hyfH
b2489	operon_1341	hyfI
b2490	operon_1341	hyfJ
b2491	operon_1341	hyfR
b2492	operon_1341	focB
b2493	operon_1342	yfgO
b2494	operon_1343	bepA
b2495	operon_1343	yfgD
b2496	operon_1344	hda
b2497	operon_1344	uraA
b2498	operon_1345	upp
b2499	operon_1346	purM
b2500	operon_1346	purN
b2501	operon_1347	ppk
b2502	operon_1347	ppx
b2503	operon_1348	yfgF
b2504	operon_1349	yfgG
b2505	operon_1350	yfgH
b2506	operon_1350	yfgI
b2507	operon_1351	guaA
b2508	operon_1352	guaB
b2509	operon_1353	xseA
b2510	operon_1354	yfgJ
b2511	operon_1354	der
b2512	operon_1355	bamB
b2513	operon_1355	yfgM
b2514	operon_1355	hisS
b2515	operon_1356	ispG
b2516	operon_1356	rodZ
b2517	operon_1357	rlmN
b2518	operon_1358	ndk
b2519	operon_1358	pbpC
b2520	operon_1358	yfhM
b2521	operon_1359	sseA
b4440	operon_1360	ryfA
b2522	operon_1361	sseB
b2523	operon_1362	pepB
b2524	operon_1363	iscX
b2525	operon_1363	fdx
b2526	operon_1363	hscA
b2527	operon_1363	hscB
b2528	operon_1364	iscA
b2529	operon_1364	iscU
b2530	operon_1364	iscS
b2531	operon_1364	iscR
b2532	operon_1365	trmJ
b2533	operon_1366	suhB
b2534	operon_1366	yfhR
b2535	operon_1367	csiE
b2536	operon_1368	hcaT
b2537	operon_1369	hcaR
b4706	operon_1369	iroK
b2538	operon_1370	hcaE
b2539	operon_1370	hcaF
b2540	operon_1370	hcaC
b2541	operon_1370	hcaB
b2542	operon_1370	hcaD
b2543	operon_1370	yphA
b2544	operon_1371	yphB
b2545	operon_1371	yphC
b2546	operon_1371	yphD
b2547	operon_1371	yphE
b2548	operon_1371	yphF
b2549	operon_1371	yphG
b2550	operon_1372	yphH
b2551	operon_1373	glyA
b2552	operon_1374	hmp
b2553	operon_1375	glnB
b2554	operon_1375	glrR
b2555	operon_1375	yfhG
b2556	operon_1376	glrK
b4441	operon_1376	glmY
b2557	operon_1377	purL
b2558	operon_1378	mltF
b2559	operon_1379	tadA
b2560	operon_1379	pgpC
b2561	operon_1380	yfhH
b2562	operon_1380	yfhL
b4687	operon_1381	shoB
b4608	operon_1382	ohsC
b2563	operon_1383	acpS
b2564	operon_1383	pdxJ
b2565	operon_1383	recO
b2566	operon_1383	era
b2567	operon_1383	rnc
b2568	operon_1384	lepB
b2569	operon_1384	lepA
b2570	operon_1385	rseC
b2571	operon_1385	rseB
b2572	operon_1385	rseA
b2573	operon_1385	rpoE
b2574	operon_1386	nadB
b2575	operon_1387	trmN
b2576	operon_1388	srmB
b2577	operon_1389	yfiE
b2578	operon_1390	eamB
b2579	operon_1391	grcA
b2580	operon_1392	ung
b2581	operon_1393	yfiF
b2582	operon_1394	trxC
b2583	operon_1395	yfiP
b2584	operon_1395	pka
b2585	operon_1395	pssA
b2586	operon_1396	yfiM
b2587	operon_1397	kgtP
b2588	operon_1398	rrfG
b2589	operon_1398	rrlG
b2590	operon_1399	gltW
b2591	operon_1400	rrsG
b2592	operon_1401	clpB
b4609	operon_1401	ryfD
b2593	operon_1401	yfiH
b2594	operon_1401	rluD
b2595	operon_1402	bamD
b2597	operon_1403	raiA
b2598	operon_1404	pheL
b2599	operon_1405	pheA
b2600	operon_1406	tyrA
b2601	operon_1406	aroF
b2602	operon_1407	yfiL
b2603	operon_1407	yfiR
b2604	operon_1407	yfiN
b2605	operon_1407	yfiB
b2606	operon_1408	rplS
b2607	operon_1408	trmD
b2608	operon_1408	rimM
b2609	operon_1408	rpsP
b2610	operon_1409	ffh
b2611	operon_1410	ypjD
b4461	operon_1410	yfjD
b2614	operon_1411	grpE
b2615	operon_1412	nadK
b2616	operon_1412	recN
b2617	operon_1412	bamE
b2618	operon_1413	ratB
b2619	operon_1413	ratA
b2620	operon_1414	smpB
b2621	operon_1415	ssrA
b2622	operon_1416	intA
b2623	operon_1417	yfjH
b2624	operon_1418	alpA
b2625	operon_1418	yfjI
b2626	operon_1419	yfjJ
b2627	operon_1420	yfjK
b2628	operon_1420	yfjL
b2629	operon_1421	yfjM
b2630	operon_1422	rnlA
b2631	operon_1422	rnlB
b2632	operon_1423	yfjP
b2633	operon_1424	yfjQ
b2634	operon_1425	yfjR
b2635	operon_1425	ypjK
b2636	operon_1425	yfjS
b2637	operon_1425	yfjT
b2638	operon_1426	yfjU
b2641	operon_1426	yfjV
b2642	operon_1427	yfjW
b4644	operon_1428	ypjI
b2643	operon_1428	yfjX
b2644	operon_1428	yfjY
b4548	operon_1428	ypjJ
b2645	operon_1428	yfjZ
b2646	operon_1428	ypjF
b4645	operon_1429	psaA
b2647	operon_1430	ypjA
b2648	operon_1431	pinH
b2650	operon_1432	ypjC
b2652	operon_1433	ileY
b4462	operon_1434	ygaQ
b2659	operon_1435	csiD
b2660	operon_1435	lhgO
b2661	operon_1435	gabD
b2662	operon_1435	gabT
b2663	operon_1436	gabP
b2664	operon_1436	csiR
b2665	operon_1437	ygaU
b2666	operon_1438	yqaE
b2667	operon_1439	ygaV
b2668	operon_1439	ygaP
b2669	operon_1440	stpA
b2670	operon_1441	alaE
b2671	operon_1442	ygaC
b2672	operon_1443	ygaM
b2673	operon_1444	nrdH
b2674	operon_1444	nrdI
b2675	operon_1444	nrdE
b2676	operon_1444	nrdF
b2677	operon_1445	proV
b2678	operon_1445	proW
b2679	operon_1446	proX
b2681	operon_1447	ygaY
b2682	operon_1447	ygaZ
b2683	operon_1447	ygaH
b2684	operon_1447	mprA
b2685	operon_1448	emrA
b2686	operon_1448	emrB
b2687	operon_1449	luxS
b4442	operon_1450	micA
b2688	operon_1451	gshA
b2689	operon_1451	yqaA
b2690	operon_1451	yqaB
b2691	operon_1452	argQ
b2692	operon_1453	argZ
b2693	operon_1453	argY
b2694	operon_1454	argV
b2695	operon_1454	serV
b2696	operon_1455	csrA
b2697	operon_1456	alaS
b2698	operon_1456	recX
b2699	operon_1457	recA
b2700	operon_1457	pncC
b2701	operon_1457	mltB
b2702	operon_1458	srlA
b2703	operon_1458	srlE
b2704	operon_1458	srlB
b2705	operon_1458	srlD
b2706	operon_1458	srlM
b2707	operon_1458	srlR
b2708	operon_1458	srlQ
b2709	operon_1459	norR
b2710	operon_1460	norV
b2711	operon_1460	norW
b2712	operon_1461	hypF
b2713	operon_1462	hydN
b2714	operon_1462	ascG
b2715	operon_1463	ascF
b2716	operon_1463	ascB
b2717	operon_1464	hycI
b2718	operon_1464	hycH
b2719	operon_1464	hycG
b2720	operon_1464	hycF
b2721	operon_1464	hycE
b2722	operon_1464	hycD
b2723	operon_1464	hycC
b2724	operon_1464	hycB
b2725	operon_1465	hycA
b2726	operon_1466	hypA
b2727	operon_1466	hypB
b2728	operon_1466	hypC
b2729	operon_1466	hypD
b2730	operon_1466	hypE
b2731	operon_1467	fhlA
b2732	operon_1468	ygbA
b2733	operon_1469	mutS
b2734	operon_1470	pphB
b2735	operon_1471	ygbI
b2736	operon_1472	ygbJ
b2737	operon_1472	ygbK
b2738	operon_1472	ygbL
b2739	operon_1472	ygbM
b2740	operon_1473	ygbN
b2741	operon_1474	rpoS
b2742	operon_1474	nlpD
b2743	operon_1474	pcm
b2744	operon_1474	umpG
b2745	operon_1474	truD
b2746	operon_1474	ispF
b2747	operon_1474	ispD
b2748	operon_1474	ftsB
b2749	operon_1475	ygbE
b2750	operon_1475	cysC
b2751	operon_1475	cysN
b2752	operon_1475	cysD
b2753	operon_1476	iap
b2754	operon_1477	ygbF
b2755	operon_1477	ygbT
b2756	operon_1477	casE
b2757	operon_1477	casD
b2758	operon_1477	casC
b2759	operon_1477	casB
b2760	operon_1477	casA
b2761	operon_1478	ygcB
b4701	operon_1479	sokX
b2762	operon_1480	cysH
b2763	operon_1480	cysI
b2764	operon_1480	cysJ
b2765	operon_1481	queD
b2766	operon_1481	ygcN
b2767	operon_1481	ygcO
b2768	operon_1481	ygcP
b2769	operon_1482	ygcQ
b2770	operon_1482	ygcR
b2771	operon_1482	ygcS
b4463	operon_1483	ygcU
b2774	operon_1483	ygcW
b2775	operon_1484	yqcE
b2776	operon_1484	ygcE
b2777	operon_1485	queE
b4682	operon_1486	yqcG
b2778	operon_1486	ygcG
b2779	operon_1487	eno
b2780	operon_1488	pyrG
b2781	operon_1489	mazG
b2782	operon_1489	mazF
b2783	operon_1489	mazE
b2784	operon_1489	relA
b2785	operon_1489	rlmD
b2786	operon_1490	barA
b2787	operon_1491	gudD
b2788	operon_1491	gudX
b2789	operon_1491	gudP
b2790	operon_1492	yqcA
b2791	operon_1492	truC
b2792	operon_1492	yqcC
b4408	operon_1492	csrB
b2793	operon_1493	syd
b2794	operon_1494	queF
b2795	operon_1494	ygdH
b2796	operon_1495	sdaC
b2797	operon_1496	sdaB
b2798	operon_1497	ygdG
b2799	operon_1498	fucO
b2800	operon_1498	fucA
b2801	operon_1499	fucP
b2802	operon_1499	fucI
b2803	operon_1500	fucK
b2804	operon_1500	fucU
b2805	operon_1501	fucR
b2806	operon_1502	rlmM
b2807	operon_1502	ygdD
b2808	operon_1502	gcvA
b4443	operon_1503	gcvB
b2809	operon_1504	ygdI
b2810	operon_1505	csdA
b2811	operon_1505	csdE
b2812	operon_1506	tcdA
b2813	operon_1507	mltA
b2814	operon_1508	metZ
b2815	operon_1508	metW
b2816	operon_1508	metV
b2817	operon_1509	amiC
b2818	operon_1510	argA
b2819	operon_1511	recD
b2820	operon_1511	recB
b2821	operon_1511	ptrA
b2822	operon_1512	recC
b2823	operon_1512	ppdC
b2824	operon_1512	ygdB
b2825	operon_1512	ppdB
b2826	operon_1512	ppdA
b2827	operon_1513	thyA
b2828	operon_1513	lgt
b2829	operon_1514	ptsP
b2830	operon_1514	rppH
b2831	operon_1515	mutH
b2832	operon_1515	ygdQ
b2833	operon_1515	ygdR
b2834	operon_1515	tas
b2835	operon_1516	lplT
b2836	operon_1516	aas
b4444	operon_1516	omrA
b4445	operon_1516	omrB
b2837	operon_1517	galR
b2838	operon_1518	lysA
b2839	operon_1519	lysR
b2840	operon_1520	ygeA
b2841	operon_1521	araE
b2842	operon_1522	kduD
b2843	operon_1522	kduI
b2844	operon_1523	yqeF
b2845	operon_1524	yqeG
b2846	operon_1525	yqeH
b2847	operon_1526	yqeI
b2848	operon_1526	yqeJ
b4683	operon_1527	yqeL
b2849	operon_1527	yqeK
b2850	operon_1528	ygeF
b2851	operon_1529	ygeG
b2852	operon_1530	ygeH
b2853	operon_1531	ygeI
b2854	operon_1532	pbl
b2856	operon_1533	ygeK
b2858	operon_1534	ygeN
b2859	operon_1534	ygeO
b2860	operon_1534	insD1
b2863	operon_1535	ygeQ
b2864	operon_1536	glyU
b2865	operon_1536	ygeR
b2866	operon_1537	xdhA
b2867	operon_1537	xdhB
b2868	operon_1537	xdhC
b2869	operon_1538	ygeV
b2870	operon_1539	ygeW
b2871	operon_1540	ygeX
b2872	operon_1540	ygeY
b2873	operon_1541	hyuA
b2874	operon_1541	yqeA
b2875	operon_1542	yqeB
b2876	operon_1543	yqeC
b2877	operon_1544	mocA
b2878	operon_1545	ygfK
b2879	operon_1545	ssnA
b2880	operon_1546	ygfM
b2881	operon_1546	xdhD
b2882	operon_1547	xanQ
b2883	operon_1547	guaD
b4464	operon_1547	ygfQ
b2886	operon_1548	ygfS
b2887	operon_1548	ygfT
b2888	operon_1549	uacT
b4684	operon_1549	yqfG
b2889	operon_1549	idi
b2890	operon_1550	lysS
b2891	operon_1550	prfB
b2892	operon_1551	recJ
b2893	operon_1551	dsbC
